X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	y
4.27	1.36	4.81	0.0417	3.41	0.0968	9.23	3.73	5.68	2.49	6.84	9.5	1.58	3.59	7.3	6.65	2.91	4.48	2.71	7.33	6.61	8.39	5.44	8.93	3.59	0
4.01	1.64	3.48	-0.668	4.96	0.271	9.26	3.52	5.65	2.33	6.55	7.38	1.98	3.29	8.32	5.88	1.73	5.57	4.3	7.19	5.96	7.18	4.57	5.3	3.22	0
2.8	2.38	2.58	-0.0842	4.91	0.71	8.43	2.61	6.71	1.23	6.01	8.18	2.58	4.34	8.64	5.93	3.83	3.33	5.89	5.59	6.48	7.11	6.3	8.51	3.28	0
2.79	1.44	6.98	2.13	2.99	-0.483	8.1	3.86	6.55	3.89	7.02	8.17	2.21	1.38	6.15	5.49	2.14	2.24	3.26	5.3	4.81	5.81	5	8.15	2.88	0
2.59	3.03	5.11	-0.534	4.3	0.717	8.31	3.43	4.92	1.9	4.07	9.13	2.03	5.6	8.54	6.3	1.35	2.05	3.75	7.79	5.74	6.8	3.12	8.23	4.02	1
4.05	2.53	5.24	-0.767	4.1	0.331	7.57	4.58	4.11	0.872	5.1	8.54	2.56	4.41	6.65	7.13	4.38	4.42	5.03	7.28	6.15	7.37	7.14	6.22	3.89	1
0.972	1.82	5.71	0.277	5.21	1.32	7.94	3.11	4.4	1.76	5.29	8.9	2.32	3.26	7.07	6.34	1.7	4.53	4.69	8.27	3.82	8.16	5.02	6.55	3.93	0
1.67	1.96	5.38	1.01	4.68	0.29	8.52	5.92	5.89	3.55	5.83	8.66	2.33	3.5	9.01	5.72	2.92	1.75	3.24	6.51	6.83	7.2	6.47	7.65	5.11	1
2.24	1.71	5.87	0.901	5.81	-0.296	7.24	4.72	5.05	2.34	4.91	10.3	3.57	3.76	7.71	6.03	0.71	2.87	2.98	7.3	6.87	7.26	6.6	8.21	3.72	1
4.4	3.94	7.82	0.116	6	0.16	6.32	4.7	5.72	0.0907	5.61	8.02	2.67	3.76	10.2	5.53	3.05	3.24	4.23	7.98	5.77	6.75	6.68	7.75	4.14	1
1.89	2.24	4.25	0.00564	3.38	-0.583	7.07	3.47	5.66	2.62	7.04	8.38	2.29	3.06	6.95	8.44	2.86	2.67	4.03	7.08	5.75	6.85	7	7.94	2.54	0
3.19	3.21	6.11	-0.532	5.03	-1.17	9.28	3.97	6.97	2.68	6.35	8.13	3.33	5.5	8.24	5.27	0.392	4.15	4.69	5.44	3.92	6.41	5.53	9.65	3.32	1
3.72	3.84	5.67	-0.891	4.33	0.193	8.63	1.47	4.28	-0.00435	7.69	8.27	2.78	3.16	7.66	7.17	1.56	3.59	3.67	7.07	6.29	5.72	4.55	7.5	4.46	0
3.57	3.85	5.81	0.813	4.96	-0.505	7.17	2.93	6.2	2.36	6.65	9.61	3.25	3.63	6.08	6.1	0.76	1.98	2.75	6.49	5.22	6.23	6.22	8.42	3.92	1
1.04	1.35	6	1.7	5.91	-0.449	7.68	2.2	6.43	-1.78	6.47	9.42	2.04	5.3	7.17	6.07	3.06	4.05	2.97	6.25	4.44	7.57	3.53	9.74	2.71	0
3.62	2.93	5.83	0.981	6.65	0.471	7.34	3.6	4.51	1.79	5.27	9.39	2.82	3.48	7.92	5.32	2.2	5.09	2.96	8.61	6.69	6.45	4.35	8.69	2.44	1
4.53	3.3	6.67	0.869	5.2	0.28	7.97	2.13	4.36	2.68	6.9	8.81	2.48	4.61	8.68	5.77	2.82	4.15	3.2	7.81	5.42	4.65	5.44	5.95	3.49	0
2.18	2.42	4.59	-1.57	5.17	-1.72	8.99	3.2	4.71	1.3	5.1	9.17	3.29	4.22	6.33	5.65	2.55	2.58	0.718	6.07	4.39	6.23	4.3	7.65	5.83	0
1.45	2.1	5.64	2.59	4.81	-0.311	8.85	3.79	5.46	2.94	5.4	11.4	3.92	3.61	5.44	4.72	2.38	3.95	5.17	5.98	3.09	5.44	4.97	6.87	3.25	0
4.14	0.109	5.5	1.54	4.8	0.154	7.05	2.57	5.33	1.54	6.31	9.44	3.38	2.19	8.7	6.58	2.4	4.63	3.56	6.36	6.08	7.35	6.25	5.76	3.74	0
3.13	-0.0685	5.63	0.675	4.88	-0.0106	7.99	3.59	5.44	1.42	3.23	10.3	3.86	2.64	7.22	6.05	2.21	1.81	3.32	5.98	7.6	5.57	4.84	7.72	4.99	0
4.19	1.2	6.25	2	2.9	0.839	8.63	2.74	5.86	1.39	6.82	9.32	5.83	2.51	6.65	6.12	1.72	2.56	3.71	7.53	4.83	8.54	6.27	8.28	3.48	0
3.03	2.89	7.35	-0.407	5.51	-0.0392	8.3	3	6.08	2.7	6.63	9.04	1.67	4.51	10.9	7.43	0.376	3.34	2.68	7.95	4.92	8.4	6.79	7.02	2.87	0
2.3	2.09	6.01	2.26	3.94	-0.121	9.66	3.73	3.19	-0.0424	7.97	7.94	0.927	3.29	8.01	5.9	1.98	4.69	4.17	7.25	5.06	8.01	6.99	6.45	5.57	0
3.59	1.61	6.01	1.6	5.46	-2.67	7.95	3.4	5.95	1.87	7.29	8.79	2.33	3.61	7.28	7.01	1.88	2.34	4.78	5.42	4.13	7.08	4.9	8.34	3.04	1
2.87	0.605	6.31	1.25	4.25	-0.587	8.35	5.19	4.72	1.95	5.61	8.93	2.69	5.64	5.17	5.13	3.43	6.13	2.89	6.47	4.71	6.74	5.43	6.68	5.48	0
3.34	2.11	6.24	0.287	3.26	0.381	6.66	3.94	5.92	3	5.66	8.52	2.54	2.8	7	7.11	0.177	4.74	2.65	7	4.96	8.47	5.76	8.51	3.19	0
3.8	1.69	8.03	1.97	5.39	-0.0395	7.85	2.97	5.12	1.45	7.73	10	1.35	4.69	8.81	6.51	2.86	3.16	4.75	7.3	4.29	7.26	6.7	7.6	3.16	0
2.54	3.45	5.57	0.847	3.35	-0.017	8.7	4.36	6.39	2.74	6.13	9.19	2.53	4.43	8.65	5.46	3.85	3.35	4.17	8.1	5.42	7.07	3.46	8.3	3.54	1
2.83	2.5	6.17	0.677	4.12	-1.02	8.5	4.54	5.27	1.4	6.56	7.88	3.18	4.08	7.13	7.16	2.81	3.61	3.99	6.84	3.93	7.57	4.53	7.76	4.88	1
4.47	2.63	5.77	0.231	4.95	-0.0109	8.14	3.62	6.68	2.45	6.96	8.56	2.82	3.77	8.5	5.2	3.53	5.22	3.5	7.27	4.37	8	5.39	6.92	5.23	0
3.92	4.31	7.06	0.945	5.07	0.94	8.19	4.23	7.82	2.43	6.46	9.75	1.85	2.84	6.6	6.57	1.51	3.96	3.05	6.72	5.96	8.13	5.27	7.38	4.05	1
3	2.37	4.86	-0.569	6.43	2.16	7.56	3.83	5.21	1	7.04	7.5	3.32	2.96	7.93	7.23	2.28	2.87	3.86	7.6	5.46	6.57	4.53	7.28	2.74	1
2.33	1.4	4.3	0.198	3.28	-1.81	8.85	4.28	5.49	1.84	5.95	8.43	2.61	4.78	7.17	6.7	3.16	3.36	3.49	7.86	5.59	7.08	6	6.26	3.42	1
1.31	2.52	5.95	2.04	3.39	0.424	7.69	3.07	4.76	2.39	7.8	9.11	3.9	4.65	7.97	7.03	3	5	5.84	4.88	6.48	7.17	6.04	7.02	4.86	0
4.05	1.65	6.19	1.04	3.39	1.7	10.7	3.84	6.46	2.57	7.55	7.97	2.69	4.66	6.01	6.33	2.3	4.04	4.83	8.1	6.28	5.96	7.05	5.95	5.05	0
3.93	2.91	6.54	0.881	5.79	0.774	8.26	4.46	6.45	4.23	4.5	8.96	2.37	4.92	7.56	8.84	0.693	3.76	4.18	6.8	5.6	6.44	5.43	7.91	5.29	1
2.71	1.38	6.98	1.24	4.15	1.92	8.03	3.1	5.57	1.57	5.92	7.32	4.3	3.67	7.49	8.04	1.43	3.83	2.22	6.9	6.79	8.42	5.02	8.72	5.29	0
3.22	3.66	5.58	1.2	4.68	-0.518	7.62	3.91	5.4	1.62	7.3	7.98	2.36	3.71	8.85	7.69	2.24	3.51	3.12	6.41	5.82	8.3	4.55	7.46	4.47	1
4.09	3.9	4.74	1.28	4.37	0.667	8.03	2.85	3.86	0.752	5.83	8.9	0.989	3.58	6.9	5.91	1.77	3.17	2.58	5.65	5.7	6.85	3.67	8.28	3.53	1
1.54	2.32	4.93	0.244	4.96	-1.08	8.32	3.6	5.68	3.47	6.44	8.1	1.1	3.1	7.78	8.11	1.58	3.48	1.64	6.98	4.69	7.12	5.6	8.19	3.87	0
2.89	1.45	5.5	0.7	3.7	-0.484	9.31	4.38	5.56	2.14	3.33	9.5	3.79	3.96	7.23	7.93	1.38	2.51	3.44	6.67	5.92	6.12	6.28	8.38	3.52	0
1.64	3.04	5.27	0.074	4.27	0.65	7.01	4.1	5.59	2.04	5.75	9.78	4.32	3.59	7.9	6.32	0.882	2.51	1.52	5.56	4.59	6.54	6.95	8.89	3.9	1
3.05	2.83	7.27	-0.0437	4.87	-2.03	6.84	2.49	4.7	1.35	5.74	9.83	1.86	3.37	7.82	7.44	2.43	4.38	2.3	7.04	4.15	6.79	5.19	9.54	5.91	0
3.31	2.11	6.21	0.437	4.47	-1.28	8.8	3.87	4.47	3.43	3.81	8.76	1.63	3.83	7.39	6.11	2.22	4.1	4.08	7.57	5.34	6.15	4.2	8.13	2.59	0
5.4	1.69	4.53	0.521	5.34	0.513	6.45	3.32	4.09	2.75	6.85	8.27	5.62	5.71	5.89	7	0.587	4.19	3.56	7.6	5.12	5.23	6.37	8.23	3.82	0
3.67	1.08	6.71	0.202	3.43	0.0247	7.28	1.88	4.43	1.2	5.06	8.09	4.25	3.53	7.19	5.61	3.64	4.09	3.17	6.26	6.16	6.86	4.4	7.61	3.18	0
3.94	3.07	5.37	0.46	3.74	1.24	9.05	3.86	5.61	0.758	6.61	7.85	2.37	4.65	6.61	7.82	2.59	4.43	3	5.68	4.86	6.84	5.63	7.77	3.34	1
4.15	3.03	7.02	-0.765	5.11	-0.802	9.71	2.98	4.98	3.32	7.28	9.91	2.05	4.28	6.61	6.59	2.95	2.88	4.72	8.01	4.42	5.86	5.16	8.92	5.33	0
4.13	3.1	4.41	1.14	5.89	-1.11	6.73	5.9	4.98	1.55	4.46	9.49	3.51	1.04	9.07	5.12	0.927	4.91	1.24	5.9	5.05	7.97	7.3	7.06	5.87	1
2.76	1.04	5.58	0.488	3.59	0.13	8.06	5.57	5.99	1.22	5.48	6.87	5.01	3.71	6.63	6.37	1.52	4.35	4.22	6.41	4.84	6.34	5.82	7.01	3.88	1
3.02	1.41	6.16	-1.66	2.72	0.414	7.96	6.02	5.76	2.75	6.04	8.92	2.28	5.29	7.5	5.4	2.37	2.92	2.29	7.49	5.22	5.35	4.81	6.62	4.8	1
2.69	2.9	7.12	0.657	5.17	1.15	8.57	3.26	5.13	2.66	4.76	9.84	1.9	3.89	7.31	6.01	2.56	4.17	2.49	5.9	5.71	7.53	6.72	8.23	4.95	0
2.44	2.6	6.82	-0.117	5.56	-2.07	6.64	3.24	8.11	1.39	5.85	9.4	2.82	2.86	7.6	7.71	1.83	3.4	3.89	8.15	4.28	8.44	5.03	9.11	3.02	1
4.28	1.94	5.51	0.669	2.45	0.602	8.88	4.49	5.33	1.82	6.47	7.64	2.97	5.18	8.39	7.19	1.54	4.98	4.44	8.09	5.88	5.19	5.82	6.01	4.84	1
4.67	2.22	5.95	0.0292	4.62	0.978	8.03	4.34	4.68	0.26	5.58	8.07	3.23	3.71	8.1	6.41	3.8	2.34	1.47	7.56	5.07	5.55	5.84	6.81	4.9	1
2.01	1.94	4.59	0.00139	4.94	0.753	7.04	1.98	4.13	3.13	4.66	9.5	2.95	6.11	6.89	7.61	2.42	4.52	4.35	4.35	7.03	5.76	7.12	7.45	4.53	0
3.49	2.12	4.79	2.38	4.53	0.201	8.6	3.96	5.86	0.627	6.8	8.8	2.96	3.5	7.9	5.35	1.99	3.84	5.49	6.67	6.79	9.39	3.77	8.09	3.94	0
2.73	1.47	4.64	3.12	3.8	0.82	6.87	5.7	5.35	1.96	5.15	10.3	1.59	5.57	7.72	5.44	0.49	4.49	3.19	8.81	5.69	7.04	5.32	8.08	4.73	1
2.96	1.41	5.73	1.15	3.84	0.366	8.23	3.43	5.14	1.86	6.47	8.06	3.72	3.95	8.44	6.27	1.59	4.42	4.87	7.55	4.48	7.46	6.2	8.46	3.53	0
1.84	2.47	4.62	2.1	2.9	-1.2	8.73	3.83	5.49	3.14	7.37	9.79	1.12	3.4	9.3	9.2	2.91	3.71	3.8	7.01	5.41	7.22	4.07	7.54	3.69	1
4.4	2.14	4.53	-0.888	6.72	-2.56	9.9	5.52	4.6	4.56	7.39	10.6	2.13	2.32	8.57	7.85	2.01	2.91	3.62	8.48	6.08	6.66	4.62	6.75	3.32	1
4.09	1.78	4.55	0.269	3.89	-0.645	8.44	4.12	4.47	2.37	7.85	9.86	3.28	3.24	9.47	8.12	2.33	3.93	3.9	7.43	4.94	6.54	5.79	8.69	2.63	0
3.14	2.03	3.32	3.04	5.28	0.412	9.5	1.54	5.37	1.13	3.91	10.9	4.4	4.39	6.69	6.24	3.86	3.09	3.73	6.81	6.07	5.88	5.18	8.08	2.92	0
2.69	2.38	5.16	3.65	4.18	0.391	9.6	2.81	4.74	2.5	7.56	8.65	4.49	2.15	7.28	5.95	2.04	3.46	3.01	8	5.3	7.6	5.02	6.89	3.73	0
1.89	2.8	6.57	-0.723	4.54	-1.13	7.97	3.85	6.72	2.89	6.91	6.94	0.901	4.42	9.33	7.5	1.62	3.49	3.64	7.1	5.59	6.44	5.18	6.39	5.08	1
3.01	1.53	5.76	-0.19	5.56	1.24	9.09	4.79	6.23	1.65	5.91	9.16	4.81	3.46	9.72	7.15	2.44	3.69	4.92	5.67	5.71	5.05	5.18	6.48	3.24	1
2.24	2.29	5.85	0.638	5.01	-0.201	5.59	1.94	4.64	1.93	5.3	9.65	3.08	4.83	5.68	7.35	2.7	4.22	3.19	5.76	4.27	9.88	4.74	8.41	4.27	0
4.2	2.78	4.67	0.321	4.8	0.472	6.41	4.86	5.17	2.31	4.61	8.42	4.42	3.44	8.73	6.54	3.17	4.41	3.65	5.85	5.78	4.12	6.03	7.41	3.63	1
3.79	3.68	5.22	-0.555	4.77	-0.362	8.56	3.4	6.46	1.73	5.89	8.55	2.6	2.99	9.5	5.82	1.97	2.98	2.91	6.39	4.99	6.19	4.81	7.12	3.17	1
2.71	1.8	6	0.306	4.17	-1.74	8.51	2.2	5.37	0.988	6.49	8.89	2.55	2.64	6.03	6.84	1.41	4.2	6.1	5.94	4.86	7.14	5.77	6.51	3.18	0
2.45	3.96	5.35	0.708	3.92	-0.88	8.51	3.21	4.75	2.76	4.37	9.49	3.78	3.34	8.87	6.38	2.72	4.72	4.68	7.08	5.27	5.43	5.77	6.04	4.25	1
2.65	1.91	7.37	1.15	5.32	0.382	9.48	4.79	4.92	3.08	6.58	7.54	2.51	4.81	8.84	7.08	2.81	4.58	3.25	7.01	6.08	4.99	4.01	7.64	3.12	1
2.56	1.59	5.54	-0.0917	4.27	-1.4	7	3.56	6.59	2.54	5.07	8.94	3.66	6.16	8.35	8.01	1.3	3.63	2.61	6.79	6.07	7.49	5.51	7.2	5.26	0
2.56	2.17	6.02	-0.506	4.2	-0.0228	8.07	2.08	4.57	1.82	5.96	9.07	3.63	3.46	7.41	7.22	1.34	5.83	4.17	6.45	4.37	6.81	7.04	8.25	3.48	0
2.91	2.67	3.94	-0.0871	5.55	-1.14	7.6	3.49	4.75	1.58	7.28	8.66	2.34	4.29	6.59	6.85	1.26	2.13	3.69	6.01	5.32	7.53	6.55	7.26	4.76	0
4.19	3.68	4.67	0.959	5.47	-0.69	8.6	2.61	5.73	3.06	7.26	10	3.05	3.48	7.73	8.02	1.78	4.14	3.9	7.2	5.36	9.71	7.22	7.64	3.08	0
1.55	1.13	6.74	0.45	2.96	-0.467	7.22	4.49	3.92	2.34	7.4	9.11	2.54	4.29	6.94	7.25	-0.397	3.67	3.75	6.86	4.89	5.74	5.81	7.8	4.89	0
2.74	4.75	5.7	-0.122	6.49	0.545	7.41	5.22	5.06	1.47	7.51	7.27	1.66	3.86	9.16	7.39	1.28	5.03	4.52	8.43	2.92	6.86	5.47	9.26	4.39	1
3.63	2.28	5.65	-0.427	3.88	1.47	6.87	3.16	4.28	1.7	6.06	9.39	2.84	3.19	6.84	7.31	2.57	4.3	5.28	7.57	3.94	6.67	4.74	8.04	4.67	0
2.86	2.5	5.94	1.9	4.01	0.502	9.01	4.41	4.19	1.58	5.95	6.94	2.77	4.69	7.11	5.8	1.77	3.26	2.78	7.65	4.26	6.48	4.05	8.22	3.66	1
0.318	2.88	4.68	-0.152	5.19	-0.776	7.06	1.75	5.14	2.46	7.25	9.67	3.58	4.66	9.22	7.47	2.64	3	4.9	5.81	6.73	7.11	6.46	7.07	3.07	0
2.91	2.68	7.38	1.31	4.78	0.142	8.99	2.59	6.16	4.41	6.14	10.5	2.71	4.29	8.17	7.79	1.17	3.33	2.61	6.71	3.85	7.93	4.64	7.46	4.79	0
2.82	1.59	6.41	-0.516	5.27	-0.105	8.81	2.9	6.02	2.33	7.28	7.55	2.68	3.51	7.38	6.35	1.62	3.9	4.23	7.03	6.41	7.16	6	7.77	3.72	0
3.68	1.68	3.83	-0.971	4.67	0.599	9.7	3.99	6.76	0.63	5.63	8.99	2.92	5.02	7.54	7.48	1.43	2.93	3.33	8.17	4.9	6.92	6.05	6.31	3.43	0
1.55	2.89	7.22	0.077	3.93	1.38	8.09	4.69	4.75	2.7	4.84	9.46	1.88	3.88	7.78	5.54	0.483	3.64	4.59	7.31	6.77	6.93	5.96	8.08	0.898	1
2.4	1.04	6.09	0.931	4.2	0.217	9.36	3.93	6.14	1.43	7.75	7.86	1.8	4.02	7.98	7.69	2.81	3.83	2.85	5.46	5.54	7.92	7.63	7.01	4.6	0
3.29	0.945	5.11	1.61	6.19	-0.0408	8.51	5.58	6.56	2.78	6.51	9.22	2.6	3.99	8.14	5.77	2.41	4.24	4.5	5.93	6.71	6.42	6.63	6.54	3.33	1
2.58	2.51	6.24	1.83	3.97	0.0867	8.95	3.01	6.39	2.27	6.93	8.18	1.74	3.13	9.82	6.65	3.13	3.75	4.62	7.76	5.82	7.06	5.87	8.33	4.34	0
3.37	2.66	4.88	-1.3	5.32	-1.03	7.9	2.88	4.27	2.5	4.06	7.35	1.84	4.5	8.76	5	1.08	4.06	4.03	6.12	4.95	6.85	5.78	8.14	4.29	0
0.97	2.43	4.92	0.562	5.16	0.231	8.19	4.66	7.13	-0.264	6.31	7.2	1.76	4.09	7.83	6.85	3.5	3.55	4.06	7.06	5.04	5.35	3.69	6.99	2.72	1
3.54	2.49	6.89	0.689	5.8	-1.47	6.51	3.32	3.44	0.958	6.86	8.53	2.86	2.52	6.46	6.41	3.39	3.93	3.7	7.79	5.4	7.94	5.37	6.82	4.84	0
2.61	3.17	6.09	1.73	5.72	0.687	6.18	2.53	5.7	3.18	5.86	8.35	3.15	4.98	8.86	6.79	3.18	3.59	2.73	6.63	4.86	8.68	5.17	8.15	5.23	0
1.84	3.59	6.47	-0.232	7.56	-0.606	7.22	1.81	3.89	0.782	7.27	8.71	3.57	4.38	6.76	9.19	1.86	4.18	3.25	7.82	4.39	7.12	3.85	9.35	4.39	0
3.05	2.11	4	1.24	5.2	-0.481	7.11	2.7	6.56	1.97	6.63	10.9	1.46	2.75	6.63	7.41	1.7	4.29	4.76	7.29	5.43	7.81	5.45	8.22	3.95	0
3.12	2.2	5.06	0.427	4.56	0.705	8.11	5.63	5.88	1.55	7.66	10	2.47	4.18	6.49	7.07	2.11	4.39	4.05	7.46	6.46	7.65	4.67	9.07	4.84	1
4.49	1.93	5.56	0.0134	3.8	-0.321	8.35	4.91	5.14	2.17	5.38	7.7	3.86	4.95	8.7	5.85	3.65	3.26	2.27	5.9	5.4	7.98	6.34	7.89	4.54	1
1.67	2.68	5.04	0.811	4.54	1.19	8.21	5.85	5.27	3.11	6.46	7.57	3.88	3.85	7.75	7.03	2.88	5.23	1.76	6.97	5.2	6.62	5.63	7.44	4.03	1
3.25	3.3	7.15	0.101	4.92	2.31	8.76	2.21	6.82	3.05	5.01	8.86	3.62	2.81	7.55	6.28	1.37	2.82	3.39	7.88	3.92	6.53	3.79	6.44	3.87	0
1.17	2.39	6.13	0.228	4.95	-1.58	7.96	3.53	4.31	2.35	4.93	5.56	1.77	4.81	7.1	7.04	2.84	3.53	3.38	5.55	5.94	6.15	5.38	6.38	2.46	0
3.02	2.57	7.57	1.16	6.75	0.652	8.4	4.51	6.67	-0.272	7.54	9.43	1.98	4.4	7.01	6	0.625	3.01	5.42	7.14	4.36	8.16	5.1	6.71	2.49	1
3.36	1.44	5.51	-0.904	4.87	0.756	8.59	3.29	5.56	1.37	5.16	9	3.23	2.72	7.29	6.76	1.62	2.74	0.876	7.83	6.41	6.32	4.7	6.95	6.22	0
3.22	2.57	4.73	1.43	5.82	-0.296	11	3.33	4.2	2.57	5.71	8.94	0.862	3.36	7.41	3.98	2.32	2.97	2.36	7.94	6.73	6.49	6.73	8.24	3.9	0
2.49	2.06	5.22	0.163	4.83	1.44	9.34	3.18	4.66	2.29	5.45	9.69	1.85	3.91	7.32	8.18	1.73	4.75	4.15	7.49	6.25	8.94	5.24	5.41	5.02	0
4.73	5.63	4.47	-0.691	2.45	-2.54	9.29	4.36	5.75	2.49	6.04	8.52	2.86	3.17	7.22	5.06	0.961	3.58	2.97	6.9	5.17	8.45	4.65	7.76	4.14	1
1.57	2.55	5.2	1.44	2.82	-1.24	8.4	5.02	6.45	2.64	7.52	9.5	0.957	3.61	9.13	6.32	0.634	3.84	3.46	7.5	6.73	8.24	3.96	6.88	5.31	1
3.59	3.1	7.05	1.78	3.71	-0.528	7.79	3.61	5.64	1.98	5.85	7.42	2.13	4.61	7.78	5.91	1.24	3.85	4.37	9.88	5.79	6.73	6.45	5.96	3.38	1
2.72	2.71	3.5	1.47	5.9	-0.551	7.37	1.58	6.34	-0.243	5.73	9.57	3.91	2.62	8.12	7.4	1.04	3.48	3.58	6.7	4.59	9.13	5.16	7.62	4.19	0
2.99	2.4	5.56	-0.352	3.94	0.225	7.15	3.92	6.27	0.13	5.47	11.1	0.933	3.8	8.12	6.53	-0.351	3.83	4.18	7.91	5.93	7.27	5.14	7.96	3.82	0
3.15	1.96	3.37	0.966	5.97	0.246	9.75	3.34	5.25	1.48	7.6	9.75	2.27	3.65	7.95	7.91	2.56	4.38	4.63	5.9	5.06	6.48	4.77	7.4	2.86	0
4.97	2.59	5.22	-1.8	4.24	-0.715	7.1	3.29	5.36	2.9	7.59	8.92	1.87	5.06	8.36	7.48	0.732	3.78	3.98	8.05	6.22	7.63	6.82	7.09	3.97	0
2.02	2.34	5.4	1.67	5.62	0.806	7.71	4.44	5.8	1.8	7.24	9.06	1.37	3.79	6.75	5.92	2.58	2.51	2.91	7.25	4.24	8.67	5.51	7.19	2	1
3.08	3.72	4.51	-0.0905	3.83	0.322	9.66	1.32	5.01	2.04	7.07	6.45	1.42	2.25	8.24	6.38	1.51	1.7	5.19	6.66	4.99	6.26	5.01	6.69	5.62	0
4.3	1.93	4.48	-0.479	4.47	-2.44	9.04	3.58	4.37	1.46	7.8	8.44	2.35	5.33	7.32	7.39	2.38	5.08	4.68	7.96	5.52	6.04	5.19	7.68	4.07	1
3.34	0.737	6.75	3.16	4.79	0.487	7.48	3.22	5.05	1.31	7.52	9.17	3.18	2.08	7.69	6.82	1.33	4.66	3.8	6.21	7.06	4.06	6.05	7.32	5.43	0
4.68	2.44	5.37	1.64	6.87	-0.32	8.55	2.97	6.39	2.55	5.15	9.01	2.65	4.98	10.1	5.3	0.0916	4.17	4.43	7.56	3.93	8.42	5.42	8.62	3.98	0
4.74	3.28	5.57	0.796	4.5	-2.06	8.76	3.62	5.5	1.82	6.05	7.66	2.98	4.29	7.5	7.39	-0.581	4.14	2.48	7.21	5.79	8.08	5.01	7.17	4.84	1
0.903	2.57	4.89	-1.41	3.73	0.646	8.95	2.58	4.84	1.69	6.42	9.97	2.98	3.49	7.84	6.59	3.92	2	4.95	8.67	2.88	8.25	5.96	8.41	3.39	0
3.85	2.54	4.47	1.52	4.4	-0.00945	6.67	4.04	6.19	2.33	5.49	10.7	2.07	4.39	6.04	3.41	0.131	4.38	1.47	6.11	4.75	7.76	4.16	8.32	3.48	1
2.12	1.81	7.78	1.77	2.92	-0.484	7.99	4.29	6.14	0.338	7.34	9.36	2.63	5.34	8.22	7.31	1.04	3.54	5.09	5.44	6.92	8.93	6.22	6.07	5.01	0
2.65	2.49	7.98	1.09	4.19	-0.9	8.62	5.23	6.67	2.78	7.47	9.54	2.89	4.17	7.67	6.61	3.1	4.41	1.59	7.95	5.87	5.51	3.09	8.2	1.85	1
2.59	3.82	4.6	0.349	5.85	0.639	6.79	2.58	5.72	1.58	5.64	9.87	1.54	3.75	9.52	5.57	0.849	2.66	4.82	7.31	4.75	7.79	3.48	6.36	2.81	1
1.12	3.16	4.39	1.38	4.39	-0.106	7.79	2.45	7.16	3.13	6.14	11.1	2.56	3.79	9.12	5.72	2.54	3.94	3.95	7.34	6.27	5.52	6.34	7.64	3.42	0
2.19	2.75	3.2	0.0485	7.42	-0.133	6.96	1.2	5.15	2.59	7.19	11.3	2.27	5.18	7.87	5.2	3.21	2.54	3.12	6.85	5.3	6.96	6.9	6.57	3.63	0
2.21	1.97	5.4	-0.141	3.5	0.302	8.83	2.56	3.5	1.46	6.46	8.41	3.16	4.79	8.61	8.62	1.92	2.06	4.15	7.28	6.72	5.91	5.04	7.13	4.56	0
3.69	3.51	5.24	1.54	4.05	0.877	8.53	3.66	4.61	3.06	6.33	7.93	3.23	2.75	8.76	5.27	0.967	2.36	3.78	8.93	5.79	6.79	5	8.33	3.94	1
2.73	2.76	6.52	1.49	3.46	-0.236	8.25	3.21	4.49	2.22	6.21	8.68	1.64	4.74	6.26	4.75	1.37	4.57	2.63	8.27	4.24	9.71	4.97	8.26	4.44	0
2.36	3.39	4.89	2.7	2.87	0.462	7.91	4.42	6.16	3.1	5.96	8.57	3.21	4.3	7.52	6.81	4.14	3.67	3.22	8.18	4.36	4.96	6.64	7.87	3.38	1
4.14	4.45	6.15	0.868	5.15	0.0707	8.91	2.74	5.9	3.03	6.22	7.11	4.35	3.44	7.14	6.58	1.8	5.53	4.22	8.38	4.05	7.62	6.45	8.89	4.9	1
2.31	3.34	6.65	1.06	4.85	0.949	7.43	4.1	5.32	2.52	6.14	7.58	4.26	3.51	7.32	6.45	1.36	2.59	4.59	6.91	5.74	6.58	6.25	7.53	3.97	1
3.1	1.72	3.64	-0.267	5.25	0.322	6.3	1.99	4.24	1.85	6.2	11	3.12	2.66	7.32	6.4	1.87	3.84	3.99	7.09	5.72	5.89	5.53	6.31	3.45	0
4.1	3.44	5.52	0.909	3.46	0.205	9.25	3.77	4.97	2.17	6.48	7.72	2.21	4.44	8.42	6.38	2.42	3.31	3.89	6.44	4.43	7.15	4.22	7.85	2.81	1
3.27	1.66	6.95	0.762	5.18	-1.22	9.02	3.07	5.21	1.29	6.84	10.6	2.82	2.9	8.1	5.84	0.652	4.03	4.4	7.65	5.38	6.84	6.56	6.17	4.15	0
4.38	3.88	4.01	1.41	4.83	0.488	7.61	3.62	4.69	2.45	4.69	7.34	3.26	2.45	7.08	5.67	1.65	1.19	2.86	6.89	4.95	6.48	5.48	7.1	3.76	1
2.3	1.63	3.9	-0.25	3.08	-0.0187	10.5	3.31	5.63	1.79	5.48	9.95	3.12	4.43	7.65	6.63	2.25	2.9	3.2	6.51	4.95	7.97	7.03	7.23	3.64	0
